PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
6017257;"CMSc Centro Municipal de Salud Comunitaria Villaverde";"";"De lunes a viernes de 8:30 a 18 horas   Anticoncepción de urgencia  (pildora postcoital):  De lunes a viernes de 8:30 a 18 horas. Para evitar esperas innecesarias, le sugerimos se ponga en contacto teléfonico con el centro.  Vacunación (adultos): cita previa    Horario de verano   Del 15 de junio al 15 de septiembre: de 8:30 a 17 horas.";"";"Metro: Ciudad de los Ángeles salida calle Tertulia ( L 3 )  Bus: 22, 23, 59, 85, 79 y 123  Renfe: Villaverde Bajo  Bicicletas:   Servicio Bicimad, para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .";"Ámbito de influencia : Distrito Villaverde  Barrios:   Villaverde Alto  San Cristobal (San Cristobal de los Ángeles)  Butarque (Nuevo Rosales)  Los Rosales (Villaverde Bajo y El Espinillo)  Los Ángeles (Ciudad de los Ángeles)   Los programas marco de salud de abordaje prioritario que desarrollan los CMSc Centros Municipales de Salud Comunitaria son:   Alimentación, actividad física y salud  Salud sexual y reproductiva  Promoción de la salud en el ámbito educativo  Envejecimiento activo y saludable  Salud materno-infantil  Prevención y control del consumo de tabaco  Promoción de Salud Mental  Desigualdades sociales en salud   Los que se desarrollan actualmente los puede consultar en la  Página Web de Madrid Salud";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=df3d7f073900f210VgnVCM1000000b205a0aRCRD";"FELICIDAD";"AVENIDA";"V";"17";"";"";"";"";"MADRID";"MADRID";"28041";"LOS ROSALES";"VILLAVERDE";"441347";"4467878";"40.35940720387406";"-3.690771730176704";"Recepción: 914 80 49 39 / 915 88 92 60";"";"cmsvillaverde@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades"; 
8873;"CMSc Centro Municipal de Salud Comunitaria Villa de Vallecas";"";"Horario de invierno    De lunes a viernes de 8:30 a 20:30 horas   Anticoncepción de urgencia  (pildora postcoital):  De lunes a viernes de 9 a 20 horas. Para evitar esperas innecesarias, le sugerimos se ponga en contacto teléfonico con el centro.   Vacunación:  con cita previa    Horario Semana San Isidro:  8:30 a 19:30 horas   Horario de verano (antes de acudir, póngase en contacto telefónico con el centro)     Del 15 de junio al 15  de septiembre, de 8:30 a 19:30 horas";"";"Metro: Villa de Vallecas  Bus: 54 , 58 , 130 , 143  Bicicletas:   Servicio Bicimad, para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .";"Ámbito de influencia:    Distrito de Villa de Vallecas. Barrios:  Casco histórico de Vallecas  Santa Eugenia  Ensanche de Vallecas     Los programas marco de salud de abordaje prioritario que desarrollan los CMSc Centros Municipales de Salud Comunitaria son:   Alimentación, actividad física y salud  Salud sexual y reproductiva  Promoción de la salud en el ámbito educativo  Envejecimiento activo y saludable  Salud materno-infantil  Prevención y control del consumo de tabaco  Promoción de Salud Mental  Desigualdades sociales en salud   Los que se desarrollan actualmente los puede consultar en la  Página Web de Madrid Salud";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64e34b6faa61c010VgnVCM1000000b205a0aRCRD";"SIERRA GADOR";"CALLE";"V";"68";"";"";"";"";"MADRID";"MADRID";"28031";"CASCO H.VALLECAS";"VILLA DE VALLECAS";"447199";"4470097";"40.37978858026883";"-3.622040199057613";"CITACIONES: 917 791 312 / 913 807 910 ";"";"cmsvallecasv@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades"; 
8877;"CMSc Centro Municipal de Salud Comunitaria Vicálvaro";"";"Horario de invierno  De lunes a viernes de 8:30 a 20:30 horas   Anticoncepción de urgencia (pildora postcoital): De lunes a viernes de 8:30 a 20 horas, excepto martes y jueves de 14 a 20 horas. Para evitar esperas innecesarias, le sugerimos se ponga en contacto teléfonico con el centro.  Vacunación: con cita previa    Horario Semana San Isidro:  de 8:30 a 19:30 horas    Horario de verano  (antes de acudir, póngase en contacto telefónico con el centro)  Del 15 de junio al 15 de septiembre: de 8:30 a 19:30 horas.";"";"Metro: Vicálvaro  Bus: 4 , 100 , 106 , 130, E3  Bicicletas:   Servicio Bicimad, para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .";"Ámbito de influencia:    Distrito de Moratalaz: Pavones, Horcajo, Marroquina, Media Legua, Fontarrón, Vinateros     Distrito de Vicálvaro: Casco Histórico de Vicálvaro, Ambroz    Los programas marco de salud de abordaje prioritario que desarrollan los Centros Municipales de Salud Comunitaria son:   Alimentación, actividad física y salud  Salud sexual y reproductiva  Promoción de la salud en el ámbito educativo  Envejecimiento activo y saludable  Salud materno-infantil  Prevención y control del consumo de tabaco  Promoción de Salud Mental  Desigualdades sociales en salud   Los que se desarrollan actualmente los puede consultar en la  Página Web de Madrid Salud";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1eb34b6faa61c010VgnVCM1000000b205a0aRCRD";"CALAHORRA";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28032";"AMBROZ";"VICALVARO";"448180";"4473179";"40.40760589417718";"-3.610734756927216";"Citaciones: 917 602 401 / 917 753 260 / 917 753 262";"";"cmsvicalvaro@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades"; 
4645539;"CMSc Centro Municipal de Salud Comunitaria San Blas";"";"Horario de invierno:  De lunes a viernes de 8:30 a 20:30 horas   Anticoncepción de urgencia (pildora postcoital): Para evitar esperas innecesarias, le sugerimos se ponga en contacto teléfonico con el centro.  Prueba rápida del VIH con cita previa:mañanas de 9 a 13 horas, martes, miércoles y jueves por la tarde de 15 a 19 horas.     Semana San Isidro:  de 8:30 a 19:30 horas.    Horario de verano  (antes de acudir, póngase en contacto telefónico con el centro) Del 15 de junio al 15 de septiembre: de 8:30 a 19:30 horas.";"El Servicio de Prevención y Promoción de la Salud, dependiente de la Dirección del Instituto de Salud Pública, tiene como función principal el desarrollo en la ciudad de Madrid de actividades específicas preventivas y de promoción de la Salud dirigidas a los tres grandes grupos de edad: infanto-juvenil, adulto y mayor. La mujer recibe una atención específica aplicada a estos tres grupos.  Se realizan también otras actividades de carácter transversal sobre dichos grupos y actividades dirigidas a reducir desigualdades.";"Autobus: 38, 48, 153  Metro: San Blas  Bicicletas:   Servicio Bicimad, para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .";"Ámbito de influencia:  Barrios de Simancas, Salvador, Hellín, Amposta, Arcos y Rosas  Los programas marco de salud de abordaje prioritario que desarrollan los Centros Municipales de Salud Comunitaria son:   Alimentación, actividad física y salud  Salud sexual y reproductiva  Promoción de la salud en el ámbito educativo  Envejecimiento activo y saludable  Salud materno-infantil  Prevención y control del consumo de tabaco  Promoción de Salud Mental  Desigualdades sociales en salud   Los que se desarrollan actualmente los puede consultar en la  Página Web de Madrid Salud";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=40b3b8facf715110VgnVCM1000000b205a0aRCRD";"POBLADURA DEL VALLE";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28037";"AMPOSTA";"SAN BLAS-CANILLEJAS";"447403";"4475213";"40.425889776910964";"-3.620048048164773";"CITACIONES: 917 609 656/47                      
";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades"; 
8939;"Centro de Salud Bucodental";"";"Horario de verano ( antes de acudir, póngase en contacto telefónico con el centro )    Del 15 de junio al 15 de septiembre (cierra en agosto):   de   8:30 a 14 horas.   Horario de invierno   De lunes a viernes de 8:30 a 15 horas (es necesario pedir cita previa antes de acudir al centro)";"";"Metro: Ciudad de los Ángeles salida calle Tertulia ( L 3 )  Bus: 22, 23, 59, 85, 79 y 123  Renfe: Villaverde Bajo";"Ámbito de influencia: atención a la población escolar de Madrid  Ofrece atención bucodental a niños/as  entre los 4  y los 14 años  que consiste en:   exploración completa con detección de alteraciones  enseñanza de cepillado y control de placa bacteriana,  aplicación de cubetas de flúor semestrales y selladores de fosas y fisuras en molares definitivos  revisiones periódicas  control de dieta y orientación terapéutica.   Estas actividades son muy sencillas, bien aceptadas por el niño/a, indoloras y muy efectivas para reducir el nivel de caries dental en la población infantil.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=08784b6faa61c010VgnVCM1000000b205a0aRCRD";"FELICIDAD";"AVENIDA";"V";"17";"";"";"";"";"MADRID";"MADRID";"28041";"";"VILLAVERDE";"441347";"4467878";"40.35940720387406";"-3.690771730176704";"Recepción: 915 88 87 80                                
Secretaría: 914 80 10 40";"";"mspbucodental@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades"; 
8889;"Unidad Técnica de Apoyo Diagnóstico";"";"Horario de verano ( antes de acudir, póngase en contacto telefónico con el centro )    Del 15 de junio al 15 de septiembre:  de   8:30 a 14 horas.   Horario de invierno    Citas:  de lunes a viernes de 8:30 a 14 horas   Consulta de prevención de VIH y Enfermedades de Transmisión Sexual, programa de salud sexual y reproductiva:  horario de admisión de usuarios/usuarias sin cita previa de lunes a viernes de 8 a 9:30 horas, hasta completar cupo.";"Centro de Diagnóstico Médico , dispone de consultas especializadas para apoyo de la Salud laboral y Prevención y control de la Tuberculosis en población sin hogar y algunas actividades de los CMSc.";"Metro: Manuel Becerra  Bus: 1 , 2 , 12 , 21 , 43 , 48 , 53 , 56 , 74 , 146 , 210 , C";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a057a7e0a61c010VgnVCM1000000b205a0aRCRD";"MONTESA";"CALLE";"V";"22";"";"";"";"";"MADRID";"MADRID";"28006";"LISTA";"SALAMANCA";"442986";"4475588";"40.428976927386806";"-3.6721607026353884";"915 885 100 / 06 (Citas)                 
           
                
";"";"mspdiagnostico@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades"; 
183742;"Centro de Prevención de Deterioro Cognitivo";"Su objetivo fundamental es el diagnóstico precoz y el tratamiento de las personas que tienen Deterioro Cognitivo Leve.  Su orientación es preventiva y a esta prevención van dirigidas sus actividades.  Para acceder a este servicio se deberá acudir previamente al  Centro Municipal de Salud Comunitaria de su Distrito  donde decidirán si procede su derivación al Centro de Prevención de Deterioro Cognitivo.";"Horario de invierno    Lunes, miércoles y viernes de 9 a 14 horas  Martes y jueves de 10 a 14 horas    Horario de verano     Del 15 de junio al 15 de septiembre:   de   8:30 a 14 horas (le recomendamos confirmar este horario llamando al centro)";"Evaluación de la memoria y otras funciones cognitivas (lenguaje - orientación - atención - razonamiento...)  Pruebas diagnósticas si son necesarias.  Estimulación cognitiva es un grupo de actividades orientadas a mantener o mejorar las funciones cognitivas de las personas (por ejemplo, mejorar la memoria) y las habilidades necesarias para la vida diaria (por ejemplo, el manejo del dinero, comunicarse por teléfono, orientarse o no perderse en una ciudad, realizar las tareas domésticas,  etc .).  Información y orientación a las personas usuarias y a su familia sobre las características de la enfermedad que ha causado el deterioro cognitivo o de la memoria, cómo afrontarla, y qué recursos sociales y sanitarios hay disponibles.Para ello se realiza una sesión mensual en la que los/las profesionales del centro exponen todos estos aspectos y se resuelven las dudas que se puedan plantear.  Educación para la salud sobre factores de riesgo y cómo prevenir el deterioro cognitivo.  Investigación y docencia";"Metro: Manuel Becerra (Líneas 2 y 6), Lista (Línea 4)  Bus: C1, C2, 1, 2, 12, 15, 21, 26, 29, 30, 38, 43, 48, 53, 56, 61, 63, 120, 71, 74, 106, 110, 143, 146, 152, 210.  Bicicletas:   Servicio Bicimad, para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .";"Población a la que se dirige:    Personas mayores de 65 años para evaluar su memoria y detectar de forma precoz trastornos de memoria relacionadas con la edad  o Deterioro Cognitivo Leve.  Familiares de los pacientes con Deterioro Cognitivo  No son usuarios del centro: pacientes con alteración cognitiva por Traumatismo craneoencefálico, accidentes cerebrovasculares, cirugía de cerebro por cualquier causa,  etc .  Tampoco se realizan  intervención en los casos de demencia (Alzheimer u otras) o de personas que tengan  tratamiento para la demencia  El Centro no realiza informes para dependencia, ni otros similares.    El Centro está formado por un  equipo interdisciplinar de profesionales :    Neurología  Neuropsicología  Psiquiatría  Psicología  Medicina General  Enfermería  Trabajo Social  Terapeuta Ocupacional  Auxiliar Sanitario  Administración";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=492338d60b41c010VgnVCM2000000c205a0aRCRD";"MONTESA";"CALLE";"V";"22";"";"";"";"Edificio B";"MADRID";"MADRID";"28006";"LISTA";"SALAMANCA";"442986";"4475588";"40.428976927386806";"-3.6721607026353884";"915 885 801              
915 885 810";"";"mspcognitiva@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades"; 
163279;"Centro de Patología Dual";"Unidad hospitalaria de apoyo donde se realiza el abordaje terapéutico integral tanto de la psicopatología concomitante como de la conducta adictiva, en coordinación con el equipo del centro de atención.";"";"Usuarios/usuarias:  Pacientes con patología dual previamente diagnosticada o en los que se sospecha, para valoración, desintoxicación y/o estabilización.    Capacidad:  23 plazas.    Tiempo de estancia:  Mínimo 3 semanas, máximo 3 meses.";"Metro: Arturo Soria, Avda de la Paz  Bus: 9, 70, 72, 73,  Bicicletas:   Servicio Bicimad, para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .";"El Centro de Patología Dual da respuesta a determinados perfiles cada vez más numerosos dentro de la población drogodependiente, aquellos que presentan un trastorno mental asociado a su problema de adicción.  Este centro se concibe como una unidad hospitalaria de apoyo dónde se realiza el abordaje terapéutico integral tanto de la psicopatología concomitante como de la conducta adictiva, de pacientes que requieran un proceso de contención y estabilización intensivo de su patología a fin de poder facilitarles una buena evolución en el tratamiento, en coordinación con el equipo del centro de atención    CENTRO DE DÍA DE PATOLOGÍA DUAL     Ofrece una segunda etapa abierta, para los/las pacientes dados de alta de la Unidad de Patología Dual, en un contexto terapéutico de hospital de día, con las mismas características de entorno hospitalario e intervención intensiva que el dispositivo de ingreso. Conecta los dos enfoques clásicos: residencial y ambulatorio.  Capacidad: 20 plazas  Tiempo de estancia: Máximo 3 meses";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c2169475d381c010VgnVCM1000000b205a0aRCRD";"LOPEZ DE HOYOS";"CALLE";"NUM";"259";"";"";"";"DISPOSITIVO DE HOSPITALIZACION";"MADRID";"MADRID";"28043";"COLINA";"CIUDAD LINEAL";"443946";"4478671";"40.45680646874779";"-3.6611039641981273";"914 156 000";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosRehabilitacionPsicosocial"; 
9353;"Laboratorio de Salud Pública";"El Laboratorio de Salud Pública tiene su origen en una Institución centenaria, el Laboratorio Municipal de Higiene creado en 1877. A lo largo de los años ha evolucionado para adaptarse a las necesidades de salud pública de la ciudad de Madrid.  En la actualidad es un referente en el terreno de la seguridad alimentaria, alcanzando grandes niveles de excelencia y eficiencia. Cuenta con un equipo de profesionales altamente cualificados, unas instalaciones idóneas y un equipo analítico de última generación.  El Laboratorio de Salud Pública está acreditado por  ENAC , lo que significa el reconocimiento formal de la competencia técnica de las actividades que realiza. En la actualidad la acreditación abarca más de 200 actividades del Laboratorio de Salud Pública, siendo una de las acreditaciones más extensas dentro del territorio nacional para el análisis físico-químico y microbiológico de productos alimentarios.";"Horario de verano ( antes de acudir, póngase en contacto telefónico con el centro )   Del 15 de junio al 15 de septiembre:   de   8:30 a 14 horas.   Horario de invierno:  De lunes a viernes de 9 a 14 horas";"El Laboratorio de Salud Pública realiza las funciones de soporte analítico a los programas de control oficial de productos alimenticios con objeto de asegurar la calidad sanitaria de los alimentos, bebidas y agua, para lo que realiza diferentes ensayos físico-químicos, microbiológicos y parasitológicos.  Así mismo, atiende las solicitudes analíticas de los ciudadanos que ante la sospecha de mal estado de los alimentos o aguas remite al Laboratorio de Salud Pública directamente o a través de las Juntas de Distrito.";"Metro: Canillas , Mar de Cristal  Bus: 73, 120  Bicicletas:   Servicio Bicimad, para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2abb4291ae91f010VgnVCM2000000c205a0aRCRD";"EMIGRANTES";"CALLE";"NUM";"20";"";"";"";"";"MADRID";"MADRID";"28043";"CANILLAS";"HORTALEZA";"445984";"4479941";"40.46838219200181";"-3.6371890080545435";"915 887 001 (Centralita)                  
915 887 084 (Información)";"";"msplaboratorio@madrid.es";"/contenido/entidadesYorganismos/AyuntamientoMadrid/OtrasEntidadesAdministrativasAyto"; 
4614547;"Centro Madrid Salud Internacional. Centro de Vacunación Internacional";"";"De lunes a viernes de 8,30 a 13 horas  Es necesario pedir  cita previa  (salvo para la emisión de duplicados de certificado internacional de vacunación de aquellas personas que anteriormente fueron vacunadas en el Centro)";"Atención a las personas que planean un viaje a zonas tropicales o a países en desarrollo mediante  Consejo sanitario individualizado  Vacunación recomendada para el viaje  Prescripcion de quimioprofilaxis antipalúdica individualizada    Servicio de Inmunoprofilaxis de la Rabia Humana  Vacunas disponibles en el Centro:  Triple Vírica  Tétanos / Difteria  Hepatitis B  Hepatitis A (tanto la infantil como la de adulto)  Polio  Meningitis  ACYW   Neumococo  Fiebre Amarilla  Encefalitis Primaveral  Fiebre Tifoidea Inyectable  Gripe";"Metro: Manuel Becerra , Lista , Diego de León Bus: 1, 2, 12, 15, 21, 26, 29, 30, 38, 43, 48, 53, 56, 61, 63, C1, C2, 71, 74, 106, 110, 210, 143, 146, 152 y 215.  Bicicletas:   Servicio Bicimad, para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .";"Es conveniente acudir al centro al menos con un mes de antelación al viaje.  Se debe aportar la máxima información sobre el viaje que se va a realizar: zonas a visitar, duración, tipo de viaje.  Para la expedición de duplicados de cartilla de fiebre amarilla a aquellas personas que anteriormente fueron vacunados en nuestro Centro no será necesario solicitar  cita previa.  Se solicitará una cita por cada una de las personas que necesite acudir a la consulta, independientemente de su edad. En caso de población menor que no dispongan de documento acreditativo de identidad, la cita se solicitará a nombre del padre, madre o persona que ejerza la tutoría. La persona menor de edad deberá acudir a la consulta acompañada por padre, madre o tutor. Para cualquier aclaración ponte en contacto con nuestro centro.  El horario será de  8:30 a 13 horas  en días laborables.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fe90c576ddc3110VgnVCM1000000b205a0aRCRD";"MONTESA ";"CALLE";"V";"22";"Baja";"";"";"Edificio A ";"MADRID";"MADRID";"28006";"LISTA";"SALAMANCA";"442986";"4475588";"40.428976927386806";"-3.6721607026353884";"010 Línea Madrid (91 529 82 10 si llaman desde fuera del municipio de Madrid)
Citas: 91 529 82 10
Teléfono del centro: 915885960
";"";"mspinternacional@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades"; 
8835;"Servicio de Inmunoprofilaxis de la Rabia Humana";"";"De lunes a viernes de 9 a 14 horas";"Vacunaciones antirrábicas";"Metro: Manuel Becerra Bus: 1 , 2 , 12 , 21 , 43 , 48 , 53 , 56 , 74 , 146 , 210 , C";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=706f34c0e2c5f010VgnVCM2000000c205a0aRCRD";"MONTESA";"CALLE";"V";"22";"";"";"";"";"MADRID";"MADRID";"28006";"LISTA";"SALAMANCA";"442986";"4475588";"40.428976927386806";"-3.6721607026353884";"915 885 960 / 915 885 180 / 915 885 949";"";"mspinternacional@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades"; 
9422;"Centro de Protección Animal";"";"Horario de invierno    De lunes a viernes de 9:30 a 15:30 horas    Horario de verano    De 15 de junio a 15 de septiembre de 9:30 a 14:30 horas   Los días 24 y 31 de diciembre no se abrirá el centro";"Servicio de adopción de animales, ingresados en las instalaciones: Adopciones de lunes a sábados con cita previa.    Puede solicitar cita a través de los siguientes canales de Línea Madrid:   En ínea : accediendo al servicio de  cita previa , seleccionando como servicio: Madrid Salud y como solicitud, adopción de animales.   Telefónica : 913 094 135  a través del 010 o del 915298210 (si es fuera del municipio de Madrid), consultar el coste de la llamada en la página de información del 010) se da cita previa.   Presencial : en las Oficinas de Atención a la Ciudadania    Acogida de animales abandonados o vagabundos entregados por la ciudadanía.  Recogida de animales abandonados o vagabundos sueltos en la vía pública.  Recogida y atención urgente a los animales abandonados y/o vagabundos que se encuentran enfermos o heridos en la vía pública.  Control sanitario de animales agresores y valoración de riesgo y agresividad de estos animales (se requiere solicitud de cita a través del teléfono 915 082 645).  Localización de propietarios/as de animales identificados e ingresados en las instalaciones para su devolución.   Para recabar una información más detallada sobre los servicios enumerados, ver Información relacionada";"Bus: 35, 155, 118  Metro: La Peseta ( L 11 )  Autobuses interurbanos: 483-486-487 (parada en  Ctra . Barrio de la Fortuna  n&amp;ordm;  21, Instituto San José)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a177a7e0a61c010VgnVCM1000000b205a0aRCRD";"BARRIO DE LA FORTUNA";"CARRETERA";"NUM";"33";"";"";"";"";"MADRID";"MADRID";"28054";"CUATRO VIENTOS";"LATINA";"433934";"4468399";"40.363546309643375";"-3.778110067286688";"";"";"mspsveterinarios@madrid.es / mspcpa@madrid.es";"/contenido/entidadesYorganismos/ResidenciasAnimales"; 
9420;"Departamento de Control de Vectores (ratas, cucarachas)";"";"De lunes a viernes de 9 a 14 horas";"Vigilancia, prevención y control de vectores (roedores e insectos y arácnidos perjudiciales) en espacios e instalaciones públicas municipales - Asesoramiento técnico en materia de prevención y control de vectores - Educación y participación ciudadana - Identificación de insectos, arácnidos y otros animales.   Los servicios no incluyen:    Plagas de plantas y árboles.  Plagas en espacios o propiedades no públicas.";"Bus: 47 Metro: La Fortuna (L 11)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9cdd224e0d61c010VgnVCM1000000b205a0aRCRD";"BARRIO DE LA FORTUNA";"CARRETERA";"NUM";"33";"";"";"";"";"MADRID";"MADRID";"28054";"CUATRO VIENTOS";"LATINA";"434043";"4468606";"40.363546309643375";"-3.778110067286688";"915 113 089";"";"mspvectores@madrid.es";"/contenido/entidadesYorganismos/AyuntamientoMadrid/OtrasEntidadesAdministrativasAyto"; 
